,Sample.number,X,Moisture.treatment,Residue.type,Lab.rep,Glucose.addition.treatment,Harvest.day,frac.mass.recovery,frac.pct.pom,frac.pct.maom,pom.n.pct,pom.c.pct,pom.n.g.kg,pom.c.g.kg,pom.cn,maom.n.pct,maom.c.pct,maom.n.g.kg,maom.c.g.kg,maom.cn,bulk.soil.N.g.kg,bulk.soil.C.g.kg,bulk.soil.cn,frac.pct.n.as.pon,frac.pct.c.as.poc,frac.pct.n.as.maon,frac.pct.c.as.maoc,frac.c.recovery,frac.n.recovery,d13C.som,d13C.pom,d13C.maom,X13soc,X13poc,X13maoc,doc,mbc,X13doc,X13mbc,X13co2,CUE,GMC,Moisture.pct,co2,co2.native,dna,file.names.ITS,richness.ITS,shannon.div.ITS,simpson.div.ITS,invsimpson.div.ITS,evenness.ITS,Harvest.day2,file.names.16S,richness.16S,shannon.div.16S,simpson.div.16S,invsimpson.div.16S,evenness.16S
141,81,141,Ambient,Clover,R3,G-50,T1,97.06802949,17.81454233,82.18545767,0.105,1.649,0.181568365,2.851487936,15.7047619,0.153,1.209,1.220569806,9.644894739,7.901960784,1.94,15.24,7.86,9.36,18.71055076,62.92,63.28671088,81.99726164,72.27516341,-17.17172999,-14.31809113,-16.45086431,29.49171283,7.107831056,18.72731223,54.27,1082.884031,3.843721398,9.497869948,9.148210742,0.509376212,0.267857143,21.12676056,29.94004394,5.361965395,129.889,Wooliver_ITS_2E1_Beever240927_S265,289,4.043460436,0.961210343,25.780068,0.713582061,24 hr,Wooliver_16S_2E1_Beever240927_S101,12072,7.724236768,0.996209625,263.8261401,0.821845871
142,82,142,Ambient,Clover,R3,G-50,T90,97.25361842,18.87360435,81.12639565,0.054,1.348,0.099118421,2.474289474,24.96296296,0.136,1.025,1.073017632,8.087081414,7.536764706,1.81,13.35,7.38,5.48,18.53400355,59.28,60.57738887,79.11139242,64.75889794,-17.4945704,-20.95689243,-18.43819211,16.34587133,2.678835146,12.78517556,34.14,645.6317085,1.573968825,1.577405323,22.23490373,0.066243274,0.264788732,20.93541203,1253.281879,-77.82725917,78.074,Wooliver_ITS_2E6_Beever240927_S305,241,3.773333889,0.950391612,20.15788146,0.687962369,6 mo,Wooliver_16S_2E6_Beever240927_S141,11168,7.352989905,0.994636582,186.4482638,0.788879037
143,83,143,Ambient,Clover,R3,G-00,T1,97.61381842,19.14850693,80.85149307,0.123,2.088,0.229906542,3.902803738,16.97560976,0.136,1.064,1.073342323,8.397325234,7.823529412,1.99,15.41,7.74,11.55,25.32643568,53.94,54.49270106,79.81913674,65.48989272,-24.34734803,-23.55905997,-23.64933902,NA,NA,NA,55.42,583.3401858,NA,NA,NA,NA,0.259380098,20.59585492,15.4298678,NA,120.699,Wooliver_ITS_1E3_Beever240927_S185,276,4.053750467,0.960868413,25.5548029,0.721256466,24 hr,Wooliver_16S_1E3_Beever240927_S21,12232,7.731970484,0.99616699,260.8915544,0.821517845
144,84,144,Ambient,Clover,R3,G-00,T90,96.70344599,18.84523267,81.15476733,0.041,0.939,0.074718357,1.711232604,22.90243902,0.106,0.808,0.83188224,6.341140093,7.622641509,1.88,13.53,7.2,3.97,12.64769109,44.25,46.86725863,59.51494972,48.22343598,-22.03189467,-24.97214562,-24.30029793,NA,NA,NA,41.77,616.9806718,NA,NA,NA,NA,0.261339093,20.71917808,1308.672483,NA,87.896,Wooliver_ITS_1E8_Beever240927_S225,195,3.684018819,0.945032206,18.19247099,0.698657145,6 mo,Wooliver_16S_1E8_Beever240927_S61,9761,7.19439492,0.993871819,163.1805677,0.783178461
145,85,145,Ambient,No residue,R3,G-50,T1,97.53719839,18.96574827,81.03425173,0.059,1.044,0.109142091,1.931260054,17.69491525,0.113,1.029,0.893135489,8.13306565,9.10619469,1.22,11.98,9.82,8.95,16.12070162,73.21,67.88869491,84.00939653,82.15390004,-12.81445374,-15.30401953,-13.18593429,31.39679316,3.655432705,20.07436798,18.57,595.770884,1.731355688,7.567185218,15.78021454,0.324112548,0.248772504,19.92136304,21.66994913,-2.092890046,68.789,Wooliver_ITS_2F1_Beever240927_S266,502,5.543946472,0.992392699,131.4526695,0.891510366,24 hr,Wooliver_16S_2F1_Beever240927_S102,20807,9.440458832,0.999844863,6445.913047,0.94945352
146,86,146,Ambient,No residue,R3,G-50,T90,97.77700922,18.05619654,81.94380346,0.042,1.317,0.074150198,2.32513834,31.35714286,0.08,0.743,0.640977602,5.95307948,9.2875,1.11,11.17,10.06,6.68,20.81592068,57.75,53.29525049,74.11117117,64.4259279,-14.76819766,-19.0681658,-12.61450173,18.20879489,2.688759581,17.16154001,18.57,692.1928673,0.771057443,1.028908271,27.17676524,0.03647877,0.257446809,20.47377327,948.6722597,-5.7279497,56.616,Wooliver_ITS_2F6_Beever240927_S306,434,5.555314061,0.99417894,171.790032,0.914749436,6 mo,Wooliver_16S_2F6_Beever240927_S142,16703,9.182166103,0.999798056,4951.862639,0.944342446
147,87,147,Ambient,No residue,R3,G-00,T1,97.9475968,18.60617275,81.39382725,0.081,1.359,0.147616822,2.476682243,16.77777778,0.108,0.991,0.861011615,7.900578805,9.175925926,1.24,12.02,9.69,11.9,20.60467756,69.44,65.72860903,86.33328659,81.34100306,-22.52759201,-22.31864759,-22.33329768,NA,NA,NA,24.92,549.5330898,NA,NA,NA,NA,0.256916996,20.44025157,7.982624631,NA,74.442,Wooliver_ITS_1F3_Beever240927_S186,463,5.649004308,0.994718286,189.332471,0.920373985,24 hr,Wooliver_16S_1F3_Beever240927_S22,21733,9.469909633,0.999846551,6516.84188,0.948262857
148,88,148,Ambient,No residue,R3,G-00,T90,97.6278244,18.44926947,81.55073053,0.07,2.432,0.126081343,4.380426081,34.74285714,0.127,1.049,1.011125791,8.3517398,8.25984252,1.14,10.84,9.51,11.06,40.4098347,88.7,77.04557011,117.4554048,99.75501172,-20.80709259,-23.35494594,-23.30102152,NA,NA,NA,17.61,451.5788206,NA,NA,NA,NA,0.250972763,20.0622084,927.0850159,NA,61.349,Wooliver_ITS_1F8_Beever240927_S226,382,5.438322697,0.99333273,149.986419,0.914707815,6 mo,Wooliver_16S_1F8_Beever240927_S62,18073,9.236393176,0.999793519,4843.071339,0.94228003
149,89,149,Ambient,Five-species mix,R3,G-50,T1,99.21015467,19.18312427,80.81687573,0.125,2.025,0.237895091,3.853900471,16.2,0.172,1.256,1.379071015,10.07042555,7.302325581,1.86,15.07,8.1,12.79,25.57332761,74.14,66.82432352,92.39765113,86.93366163,-15.7824531,-21.50948041,-17.38166151,33.75478493,5.071374581,17.38205396,52.46,775.71692,6.315233105,8.546051288,13.37489962,0.38985769,0.270325203,21.28,32.9599056,0.817098817,127.715,Wooliver_ITS_2G1_Beever240927_S267,239,3.692645037,0.937775394,16.07081296,0.67427547,24 hr,Wooliver_16S_2G1_Beever240927_S103,12139,7.490728785,0.995277528,211.7535152,0.79653195
151,90,151,Ambient,Five-species mix,R3,G-50,T90,97.01500639,18.89083794,81.10916206,0.046,1.471,0.084303959,2.695893997,31.97826087,0.139,1.051,1.093764017,8.270114974,7.561151079,1.91,14.24,7.46,4.41,18.93183987,57.27,58.0766501,77.00848997,61.67895161,-17.93668422,-22.90990353,-17.84730579,15.98818325,1.243639737,14.53600125,42.31,729.1357811,1.311856632,1.651914101,26.95579195,0.057743676,0.263297872,20.84210526,1215.11593,-106.5927895,73.41,Wooliver_ITS_2G6_Beever240927_S307,197,3.592020086,0.936042231,15.63531722,0.679894297,6 mo,Wooliver_16S_2G6_Beever240927_S143,7776,6.752561533,0.992681758,136.6448351,0.75373527
